Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
05/25/2022 12:00:00 AM,18 - 24 Years,33.26030472144106,78.7,64.3
05/25/2022 12:00:00 AM,25 - 49 Years,38.45403358757481,82.7,70.2
05/25/2022 12:00:00 AM,50 - 64 Years,33.83514853266285,93.3,81.7
05/25/2022 12:00:00 AM,65+ Years,29.380997948189982,95,91.2
05/24/2022 12:00:00 AM,<2 Years,18.48212842088276,0,0
05/24/2022 12:00:00 AM,2 - 4 Years,29.61065988019025,0,0
05/24/2022 12:00:00 AM,5 - 11 Years,24.346298446617872,35.9,29.4
05/24/2022 12:00:00 AM,12 - 17 Years,27.675591201571848,69.6,59.7
05/24/2022 12:00:00 AM,18 - 24 Years,34.557020270013524,78.7,64.3
05/24/2022 12:00:00 AM,25 - 49 Years,40.03013241695839,82.7,70.2
05/24/2022 12:00:00 AM,50 - 64 Years,35.025668463319555,93.3,81.7
05/24/2022 12:00:00 AM,65+ Years,29.738548678752135,95,91.2
05/23/2022 12:00:00 AM,<2 Years,18.560153890997054,0,0
05/23/2022 12:00:00 AM,2 - 4 Years,29.795404533591164,0,0
05/23/2022 12:00:00 AM,5 - 11 Years,24.851012445232758,35.9,29.4
05/23/2022 12:00:00 AM,12 - 17 Years,28.52532047913744,69.6,59.7
05/23/2022 12:00:00 AM,18 - 24 Years,34.580184346528306,78.6,64.2
05/23/2022 12:00:00 AM,25 - 49 Years,40.28013886156896,82.7,70.2
05/23/2022 12:00:00 AM,50 - 64 Years,35.06834919309902,93.3,81.6
05/23/2022 12:00:00 AM,65+ Years,29.383640599561467,95,91.1
05/22/2022 12:00:00 AM,<2 Years,18.80537679707055,0,0
05/22/2022 12:00:00 AM,2 - 4 Years,29.68882107970602,0,0
05/22/2022 12:00:00 AM,5 - 11 Years,25.121699853445115,35.9,29.3
05/22/2022 12:00:00 AM,12 - 17 Years,28.3374435084929,69.6,59.7
05/22/2022 12:00:00 AM,18 - 24 Years,33.599729352820944,78.6,64.2
05/22/2022 12:00:00 AM,25 - 49 Years,39.07018703677907,82.7,70.2
05/22/2022 12:00:00 AM,50 - 64 Years,33.67963629915791,93.3,81.6
05/22/2022 12:00:00 AM,65+ Years,28.51447256347947,95,91.1
05/21/2022 12:00:00 AM,<2 Years,19.83209290381262,0,0
05/21/2022 12:00:00 AM,2 - 4 Years,31.90398052961887,0,0
05/21/2022 12:00:00 AM,5 - 11 Years,26.43897827968078,35.9,29.3
05/21/2022 12:00:00 AM,12 - 17 Years,29.226004500355845,69.6,59.7
05/21/2022 12:00:00 AM,18 - 24 Years,34.53149251222172,78.6,64.2
05/21/2022 12:00:00 AM,25 - 49 Years,40.06862547271589,82.7,70.2
05/21/2022 12:00:00 AM,50 - 64 Years,34.28329619534712,93.3,81.6
05/21/2022 12:00:00 AM,65+ Years,28.743590437387372,95,91.1
05/20/2022 12:00:00 AM,<2 Years,19.834569902863866,0,0
05/20/2022 12:00:00 AM,2 - 4 Years,31.74410534879115,0,0
05/20/2022 12:00:00 AM,5 - 11 Years,27.223921543198255,35.9,29.3
05/20/2022 12:00:00 AM,12 - 17 Years,30.295018752777075,69.5,59.7
05/20/2022 12:00:00 AM,18 - 24 Years,35.82017154445232,78.6,64.2
05/20/2022 12:00:00 AM,25 - 49 Years,41.30331338488259,82.7,70.1
05/20/2022 12:00:00 AM,50 - 64 Years,35.12170010532333,93.3,81.6
05/20/2022 12:00:00 AM,65+ Years,29.10219822849812,95,91.1
05/19/2022 12:00:00 AM,<2 Years,18.884640766710472,0,0
05/19/2022 12:00:00 AM,2 - 4 Years,29.9641616689093,0,0
05/19/2022 12:00:00 AM,5 - 11 Years,25.823779624652683,35.8,29.3
05/19/2022 12:00:00 AM,12 - 17 Years,28.77430029433811,69.5,59.7
05/19/2022 12:00:00 AM,18 - 24 Years,34.0743565532463,78.6,64.2
05/19/2022 12:00:00 AM,25 - 49 Years,39.416227702970204,82.7,70.1
05/19/2022 12:00:00 AM,50 - 64 Years,33.53275102167224,93.2,81.6
05/19/2022 12:00:00 AM,65+ Years,28.35749907201315,95,91
05/18/2022 12:00:00 AM,<2 Years,18.546530396215196,0,0
05/18/2022 12:00:00 AM,2 - 4 Years,29.06530787447795,0,0
05/18/2022 12:00:00 AM,5 - 11 Years,25.28491582314644,35.8,29.3
05/18/2022 12:00:00 AM,12 - 17 Years,27.948555310897355,69.5,59.6
05/18/2022 12:00:00 AM,18 - 24 Years,33.0258275387608,78.6,64.2
05/18/2022 12:00:00 AM,25 - 49 Years,38.24331386997447,82.6,70.1
05/18/2022 12:00:00 AM,50 - 64 Years,32.51817558877658,93.2,81.6
05/18/2022 12:00:00 AM,65+ Years,27.95634459382146,95,91
05/17/2022 12:00:00 AM,<2 Years,17.647379740612372,0,0
05/17/2022 12:00:00 AM,2 - 4 Years,27.4949783205702,0,0
05/17/2022 12:00:00 AM,5 - 11 Years,24.162492154584985,35.8,29.3
05/17/2022 12:00:00 AM,12 - 17 Years,26.105190991017157,69.5,59.6
05/17/2022 12:00:00 AM,18 - 24 Years,31.06255387006906,78.6,64.2
05/17/2022 12:00:00 AM,25 - 49 Years,36.107015414704236,82.6,70.1
05/17/2022 12:00:00 AM,50 - 64 Years,30.76781161750213,93.2,81.6
05/17/2022 12:00:00 AM,65+ Years,27.13712266866056,95,91
05/16/2022 12:00:00 AM,<2 Years,17.69815822116295,0,0
05/16/2022 12:00:00 AM,2 - 4 Years,28.237509715970013,0,0
05/16/2022 12:00:00 AM,5 - 11 Years,24.506501198417027,35.8,29.2
05/16/2022 12:00:00 AM,12 - 17 Years,25.970422100220468,69.5,59.6
05/16/2022 12:00:00 AM,18 - 24 Years,31.82129555999207,78.5,64.2
05/16/2022 12:00:00 AM,25 - 49 Years,36.67237390373365,82.6,70.1
05/16/2022 12:00:00 AM,50 - 64 Years,30.8801890709108,93.2,81.5
05/16/2022 12:00:00 AM,65+ Years,26.899812575501045,95,90.9
05/15/2022 12:00:00 AM,<2 Years,17.91241863909585,0,0
05/15/2022 12:00:00 AM,2 - 4 Years,28.8468117940134,0,0
05/15/2022 12:00:00 AM,5 - 11 Years,25.264325500814895,35.7,29.2
05/15/2022 12:00:00 AM,12 - 17 Years,26.720216818932577,69.5,59.6
05/15/2022 12:00:00 AM,18 - 24 Years,33.19459438193994,78.5,64.2
05/15/2022 12:00:00 AM,25 - 49 Years,37.43958944804122,82.6,70.1
05/15/2022 12:00:00 AM,50 - 64 Years,30.92809137933349,93.2,81.5
05/15/2022 12:00:00 AM,65+ Years,26.476195560651714,95,90.9
05/14/2022 12:00:00 AM,<2 Years,17.057853966415486,0,0
05/14/2022 12:00:00 AM,2 - 4 Years,27.39905321207357,0,0
05/14/2022 12:00:00 AM,5 - 11 Years,24.84247499450992,35.7,29.2
05/14/2022 12:00:00 AM,12 - 17 Years,26.56317679787711,69.5,59.6
05/14/2022 12:00:00 AM,18 - 24 Years,33.14637528388876,78.5,64.2
05/14/2022 12:00:00 AM,25 - 49 Years,37.283633046879395,82.6,70.1
05/14/2022 12:00:00 AM,50 - 64 Years,30.65180176155904,93.2,81.5
05/14/2022 12:00:00 AM,65+ Years,26.028266153184706,95,90.9
05/13/2022 12:00:00 AM,<2 Years,16.870840538046302,0,0
05/13/2022 12:00:00 AM,2 - 4 Years,27.283587803698005,0,0
05/13/2022 12:00:00 AM,5 - 11 Years,24.29959356913411,35.7,29.2
05/13/2022 12:00:00 AM,12 - 17 Years,25.349114671462832,69.5,59.6
05/13/2022 12:00:00 AM,18 - 24 Years,31.401505765193548,78.5,64.2
05/13/2022 12:00:00 AM,25 - 49 Years,35.530280971052335,82.6,70.1
05/13/2022 12:00:00 AM,50 - 64 Years,29.139814206606008,93.2,81.5
05/13/2022 12:00:00 AM,65+ Years,25.06766237964926,95,90.9
05/12/2022 12:00:00 AM,<2 Years,17.02689147827489,0,0
05/12/2022 12:00:00 AM,2 - 4 Years,27.85736206377968,0,0
05/12/2022 12:00:00 AM,5 - 11 Years,24.802298755814206,35.7,29.2
05/12/2022 12:00:00 AM,12 - 17 Years,26.070927713695966,69.4,59.6
05/12/2022 12:00:00 AM,18 - 24 Years,32.83626030034391,78.5,64.1
05/12/2022 12:00:00 AM,25 - 49 Years,36.51535927423484,82.6,70.1
05/12/2022 12:00:00 AM,50 - 64 Years,29.44448196918063,93.1,81.5
05/12/2022 12:00:00 AM,65+ Years,24.52539031822018,95,90.9
05/11/2022 12:00:00 AM,<2 Years,16.931527014801866,0,0
05/11/2022 12:00:00 AM,2 - 4 Years,28.23573332507193,0,0
05/11/2022 12:00:00 AM,5 - 11 Years,25.30851936338018,35.7,29.2
05/11/2022 12:00:00 AM,12 - 17 Years,27.033725806421497,69.4,59.6
05/11/2022 12:00:00 AM,18 - 24 Years,34.17032201309327,78.5,64.1
05/11/2022 12:00:00 AM,25 - 49 Years,37.324639394937215,82.6,70.1
05/11/2022 12:00:00 AM,50 - 64 Years,29.522124573353892,93.1,81.5
05/11/2022 12:00:00 AM,65+ Years,24.06504044930718,95,90.8
05/10/2022 12:00:00 AM,<2 Years,16.817585058444482,0,0
05/10/2022 12:00:00 AM,2 - 4 Years,28.948066075204288,0,0
05/10/2022 12:00:00 AM,5 - 11 Years,25.949330370576792,35.7,29.1
05/10/2022 12:00:00 AM,12 - 17 Years,28.50533356736675,69.4,59.6
05/10/2022 12:00:00 AM,18 - 24 Years,35.91991889434251,78.4,64.1
05/10/2022 12:00:00 AM,25 - 49 Years,38.170031557638886,82.6,70.1
05/10/2022 12:00:00 AM,50 - 64 Years,29.757549662616093,93.1,81.5
05/10/2022 12:00:00 AM,65+ Years,23.791261767221147,95,90.8
05/09/2022 12:00:00 AM,<2 Years,15.69178898965252,0,0
05/09/2022 12:00:00 AM,2 - 4 Years,26.585466180750334,0,0
05/09/2022 12:00:00 AM,5 - 11 Years,24.23631599318836,35.6,29.1
05/09/2022 12:00:00 AM,12 - 17 Years,26.666537684462707,69.4,59.6
05/09/2022 12:00:00 AM,18 - 24 Years,33.697585757689524,78.4,64.1
05/09/2022 12:00:00 AM,25 - 49 Years,35.518772737887716,82.5,70.1
05/09/2022 12:00:00 AM,50 - 64 Years,27.83056011810539,93.1,81.5
05/09/2022 12:00:00 AM,65+ Years,22.849685083560413,95,90.8
05/08/2022 12:00:00 AM,<2 Years,14.27246853328774,0,0
05/08/2022 12:00:00 AM,2 - 4 Years,23.88712840655818,0,0
05/08/2022 12:00:00 AM,5 - 11 Years,21.763468501467276,35.6,29.1
05/08/2022 12:00:00 AM,12 - 17 Years,23.924904444145227,69.4,59.5
05/08/2022 12:00:00 AM,18 - 24 Years,30.632836613907063,78.4,64.1
05/08/2022 12:00:00 AM,25 - 49 Years,32.020534412929415,82.5,70.1
05/08/2022 12:00:00 AM,50 - 64 Years,25.318299715235984,93.1,81.4
05/08/2022 12:00:00 AM,65+ Years,21.458329136472624,95,90.7
05/07/2022 12:00:00 AM,<2 Years,13.696566253872708,0,0
05/07/2022 12:00:00 AM,2 - 4 Years,22.776884095254626,0,0
05/07/2022 12:00:00 AM,5 - 11 Years,21.032260957205313,35.6,29.1
05/07/2022 12:00:00 AM,12 - 17 Years,23.02949079681804,69.4,59.5
05/07/2022 12:00:00 AM,18 - 24 Years,29.30539320873336,78.4,64.1
05/07/2022 12:00:00 AM,25 - 49 Years,30.53875018407882,82.5,70.1
05/07/2022 12:00:00 AM,50 - 64 Years,24.23334648323591,93.1,81.4
05/07/2022 12:00:00 AM,65+ Years,21.022291660177306,95,90.7
05/06/2022 12:00:00 AM,<2 Years,13.767160726833263,0,0
05/06/2022 12:00:00 AM,2 - 4 Years,23.503427972571675,0,0
05/06/2022 12:00:00 AM,5 - 11 Years,21.52642869316257,35.6,29.1
05/06/2022 12:00:00 AM,12 - 17 Years,23.64051924237932,69.4,59.5
05/06/2022 12:00:00 AM,18 - 24 Years,30.219192390428788,78.4,64.1
05/06/2022 12:00:00 AM,25 - 49 Years,31.325939788246817,82.5,70.1
05/06/2022 12:00:00 AM,50 - 64 Years,24.810671461050557,93.1,81.4
05/06/2022 12:00:00 AM,65+ Years,21.202784748849854,95,90.7
05/05/2022 12:00:00 AM,<2 Years,12.822185588782364,0,0
05/05/2022 12:00:00 AM,2 - 4 Years,22.082315254103126,0,0
05/05/2022 12:00:00 AM,5 - 11 Years,20.27343224884005,35.6,29.1
05/05/2022 12:00:00 AM,12 - 17 Years,21.827991872088194,69.3,59.5
05/05/2022 12:00:00 AM,18 - 24 Years,28.074860735917415,78.4,64.1
05/05/2022 12:00:00 AM,25 - 49 Years,29.122179276494368,82.5,70
05/05/2022 12:00:00 AM,50 - 64 Years,23.31593781813603,93.1,81.4
05/05/2022 12:00:00 AM,65+ Years,20.472884440045203,95,90.7
05/04/2022 12:00:00 AM,<2 Years,12.350317269519731,0,0
05/04/2022 12:00:00 AM,2 - 4 Years,21.42682701270951,0,0
05/04/2022 12:00:00 AM,5 - 11 Years,19.848066321649195,35.6,29.1
05/04/2022 12:00:00 AM,12 - 17 Years,21.03879438445671,69.3,59.5
05/04/2022 12:00:00 AM,18 - 24 Years,27.055641369266954,78.3,64.1
05/04/2022 12:00:00 AM,25 - 49 Years,27.8216166503509,82.5,70
05/04/2022 12:00:00 AM,50 - 64 Years,22.391264347967308,93,81.4
05/04/2022 12:00:00 AM,65+ Years,19.785530818321494,95,90.7
05/03/2022 12:00:00 AM,<2 Years,11.71868251145163,0,0
05/03/2022 12:00:00 AM,2 - 4 Years,20.078546321062475,0,0
05/03/2022 12:00:00 AM,5 - 11 Years,18.516224008886343,35.6,29
05/03/2022 12:00:00 AM,12 - 17 Years,18.70717836274951,69.3,59.5
05/03/2022 12:00:00 AM,18 - 24 Years,24.807780474822156,78.3,64
05/03/2022 12:00:00 AM,25 - 49 Years,25.863100555692633,82.5,70
05/03/2022 12:00:00 AM,50 - 64 Years,21.035016051677612,93,81.4
05/03/2022 12:00:00 AM,65+ Years,18.99749217934414,95,90.6
05/02/2022 12:00:00 AM,<2 Years,11.20222820926654,0,0
05/02/2022 12:00:00 AM,2 - 4 Years,19.38753026170715,0,0
05/02/2022 12:00:00 AM,5 - 11 Years,17.924126691108285,35.5,29
05/02/2022 12:00:00 AM,12 - 17 Years,17.921978257472166,69.3,59.5
05/02/2022 12:00:00 AM,18 - 24 Years,23.949291435008963,78.3,64
05/02/2022 12:00:00 AM,25 - 49 Years,24.957124820699082,82.5,70
05/02/2022 12:00:00 AM,50 - 64 Years,20.300362639090825,93,81.4
05/02/2022 12:00:00 AM,65+ Years,18.31938783742063,95,90.6
05/01/2022 12:00:00 AM,<2 Years,10.924804315526826,0,0
05/01/2022 12:00:00 AM,2 - 4 Years,19.693069496177884,0,0
05/01/2022 12:00:00 AM,5 - 11 Years,18.41427680319597,35.5,29
05/01/2022 12:00:00 AM,12 - 17 Years,18.105286791140546,69.3,59.5
05/01/2022 12:00:00 AM,18 - 24 Years,23.70819594475305,78.3,64
05/01/2022 12:00:00 AM,25 - 49 Years,24.54997146804758,82.5,70
05/01/2022 12:00:00 AM,50 - 64 Years,19.931673781847024,93,81.4
05/01/2022 12:00:00 AM,65+ Years,17.851374279530322,95,90.6
04/30/2022 12:00:00 AM,<2 Years,10.661003916568975,0,0
04/30/2022 12:00:00 AM,2 - 4 Years,19.20100921740815,0,0
04/30/2022 12:00:00 AM,5 - 11 Years,17.853316070407093,35.5,29
04/30/2022 12:00:00 AM,12 - 17 Years,17.58105864812629,69.3,59.5
04/30/2022 12:00:00 AM,18 - 24 Years,23.15320358090906,78.3,64
04/30/2022 12:00:00 AM,25 - 49 Years,23.892943949327623,82.5,70
04/30/2022 12:00:00 AM,50 - 64 Years,19.421321225760774,93,81.3
04/30/2022 12:00:00 AM,65+ Years,17.417979454606492,95,90.5
04/29/2022 12:00:00 AM,<2 Years,10.036800155654621,0,0
04/29/2022 12:00:00 AM,2 - 4 Years,17.80121318971663,0,0
04/29/2022 12:00:00 AM,5 - 11 Years,16.662090593079228,35.5,29
04/29/2022 12:00:00 AM,12 - 17 Years,16.15684842080869,69.3,59.5
04/29/2022 12:00:00 AM,18 - 24 Years,21.479717236779813,78.3,64
04/29/2022 12:00:00 AM,25 - 49 Years,22.06088614093798,82.4,70
04/29/2022 12:00:00 AM,50 - 64 Years,17.94565769615196,93,81.3
04/29/2022 12:00:00 AM,65+ Years,16.525027556181108,95,90.5
04/28/2022 12:00:00 AM,<2 Years,9.791577249581124,0,0
04/28/2022 12:00:00 AM,2 - 4 Years,17.477910046265034,0,0
04/28/2022 12:00:00 AM,5 - 11 Years,16.099623251339256,35.5,28.9
04/28/2022 12:00:00 AM,12 - 17 Years,15.894163294679542,69.3,59.4
04/28/2022 12:00:00 AM,18 - 24 Years,21.484917335589255,78.3,64
04/28/2022 12:00:00 AM,25 - 49 Years,21.97186268208988,82.4,70
04/28/2022 12:00:00 AM,50 - 64 Years,17.873236670621928,93,81.3
04/28/2022 12:00:00 AM,65+ Years,16.346120058331454,95,90.5
04/27/2022 12:00:00 AM,<2 Years,9.237967961627321,0,0
04/27/2022 12:00:00 AM,2 - 4 Years,16.426286634598313,0,0
04/27/2022 12:00:00 AM,5 - 11 Years,14.675877792559955,35.5,28.9
04/27/2022 12:00:00 AM,12 - 17 Years,14.21811797905117,69.2,59.4
04/27/2022 12:00:00 AM,18 - 24 Years,20.17780158939791,78.2,64
04/27/2022 12:00:00 AM,25 - 49 Years,20.98519703640191,82.4,70
04/27/2022 12:00:00 AM,50 - 64 Years,17.386267705851022,93,81.3
04/27/2022 12:00:00 AM,65+ Years,15.979848578243386,95,90.5
04/26/2022 12:00:00 AM,<2 Years,8.851556109632721,0,0
04/26/2022 12:00:00 AM,2 - 4 Years,15.31248954149859,0,0
04/26/2022 12:00:00 AM,5 - 11 Years,13.38270510954172,35.4,28.9
04/26/2022 12:00:00 AM,12 - 17 Years,12.962939919851456,69.2,59.4
04/26/2022 12:00:00 AM,18 - 24 Years,19.05836213660185,78.2,64
04/26/2022 12:00:00 AM,25 - 49 Years,19.6350299569627,82.4,70
04/26/2022 12:00:00 AM,50 - 64 Years,16.45659968219747,92.9,81.3
04/26/2022 12:00:00 AM,65+ Years,15.30967219043434,95,90.4
04/25/2022 12:00:00 AM,<2 Years,8.65835018363542,0,0
04/25/2022 12:00:00 AM,2 - 4 Years,14.903919634938882,0,0
04/25/2022 12:00:00 AM,5 - 11 Years,12.767004251529931,35.4,28.9
04/25/2022 12:00:00 AM,12 - 17 Years,12.338206163361699,69.2,59.4
04/25/2022 12:00:00 AM,18 - 24 Years,18.648972539422207,78.2,63.9
04/25/2022 12:00:00 AM,25 - 49 Years,18.919799879709068,82.4,70
04/25/2022 12:00:00 AM,50 - 64 Years,15.896074566104522,92.9,81.3
04/25/2022 12:00:00 AM,65+ Years,14.840601571995437,95,90.4
04/24/2022 12:00:00 AM,<2 Years,8.304139319307037,0,0
04/24/2022 12:00:00 AM,2 - 4 Years,13.724396078609987,0,0
04/24/2022 12:00:00 AM,5 - 11 Years,11.358324882261524,35.4,28.9
04/24/2022 12:00:00 AM,12 - 17 Years,11.170970515953046,69.2,59.4
04/24/2022 12:00:00 AM,18 - 24 Years,18.081216296682317,78.2,63.9
04/24/2022 12:00:00 AM,25 - 49 Years,18.3228268191125,82.4,70
04/24/2022 12:00:00 AM,50 - 64 Years,15.291052518964909,92.9,81.3
04/24/2022 12:00:00 AM,65+ Years,14.241248240942237,95,90.3
04/23/2022 12:00:00 AM,<2 Years,8.015568929836709,0,0
04/23/2022 12:00:00 AM,2 - 4 Years,13.292733090375165,0,0
04/23/2022 12:00:00 AM,5 - 11 Years,10.961584525141365,35.4,28.9
04/23/2022 12:00:00 AM,12 - 17 Years,10.734684784729852,69.2,59.4
04/23/2022 12:00:00 AM,18 - 24 Years,17.739427984025408,78.2,63.9
04/23/2022 12:00:00 AM,25 - 49 Years,17.83564494847719,82.4,70
04/23/2022 12:00:00 AM,50 - 64 Years,14.80703488125322,92.9,81.2
04/23/2022 12:00:00 AM,65+ Years,13.798339871081053,95,90.3
04/22/2022 12:00:00 AM,<2 Years,7.771584523288839,0,0
04/22/2022 12:00:00 AM,2 - 4 Years,12.891268747407802,0,0
04/22/2022 12:00:00 AM,5 - 11 Years,10.567355182939691,35.4,28.8
04/22/2022 12:00:00 AM,12 - 17 Years,10.44002059976759,69.2,59.4
04/22/2022 12:00:00 AM,18 - 24 Years,17.44018593435484,78.2,63.9
04/22/2022 12:00:00 AM,25 - 49 Years,17.47055617222048,82.4,69.9
04/22/2022 12:00:00 AM,50 - 64 Years,14.465589043017582,92.9,81.2
04/22/2022 12:00:00 AM,65+ Years,13.428632944210053,95,90.3
04/21/2022 12:00:00 AM,<2 Years,7.458244143306037,0,0
04/21/2022 12:00:00 AM,2 - 4 Years,12.095445625065414,0,0
04/21/2022 12:00:00 AM,5 - 11 Years,9.90595385341153,35.4,28.8
04/21/2022 12:00:00 AM,12 - 17 Years,9.625125654145211,69.2,59.4
04/21/2022 12:00:00 AM,18 - 24 Years,16.408675425063876,78.1,63.9
04/21/2022 12:00:00 AM,25 - 49 Years,16.38428478431465,82.4,69.9
04/21/2022 12:00:00 AM,50 - 64 Years,13.48938086189175,92.9,81.2
04/21/2022 12:00:00 AM,65+ Years,12.657507274010213,95,90.3
04/20/2022 12:00:00 AM,<2 Years,7.128803269490128,0,0
04/20/2022 12:00:00 AM,2 - 4 Years,11.54298805576077,0,0
04/20/2022 12:00:00 AM,5 - 11 Years,9.329927031111755,35.3,28.8
04/20/2022 12:00:00 AM,12 - 17 Years,9.062065796833602,69.2,59.3
04/20/2022 12:00:00 AM,18 - 24 Years,15.615896724751801,78.1,63.9
04/20/2022 12:00:00 AM,25 - 49 Years,15.379761535440213,82.3,69.9
04/20/2022 12:00:00 AM,50 - 64 Years,12.577420800593504,92.9,81.2
04/20/2022 12:00:00 AM,65+ Years,12.001336938470047,95,90.2
04/19/2022 12:00:00 AM,<2 Years,6.731244921764914,0,0
04/19/2022 12:00:00 AM,2 - 4 Years,11.18060431255129,0,0
04/19/2022 12:00:00 AM,5 - 11 Years,9.21743356276376,35.3,28.8
04/19/2022 12:00:00 AM,12 - 17 Years,8.996965569923335,69.1,59.3
04/19/2022 12:00:00 AM,18 - 24 Years,15.413092871183595,78.1,63.9
04/19/2022 12:00:00 AM,25 - 49 Years,15.061499363094693,82.3,69.9
04/19/2022 12:00:00 AM,50 - 64 Years,12.207142767240894,92.8,81.2
04/19/2022 12:00:00 AM,65+ Years,11.532266320031145,95,90.2
04/18/2022 12:00:00 AM,<2 Years,6.375795557910907,0,0
04/18/2022 12:00:00 AM,2 - 4 Years,10.773810796889668,0,0
04/18/2022 12:00:00 AM,5 - 11 Years,8.927662441170936,35.3,28.8
04/18/2022 12:00:00 AM,12 - 17 Years,8.808517544656771,69.1,59.3
04/18/2022 12:00:00 AM,18 - 24 Years,15.003230537748554,78.1,63.9
04/18/2022 12:00:00 AM,25 - 49 Years,14.588206739382192,82.3,69.9
04/18/2022 12:00:00 AM,50 - 64 Years,11.71767652572757,92.8,81.2
04/18/2022 12:00:00 AM,65+ Years,10.95511126049843,95,90.2
04/17/2022 12:00:00 AM,<2 Years,6.051308682197493,0,0
04/17/2022 12:00:00 AM,2 - 4 Years,10.08990030112668,0,0
04/17/2022 12:00:00 AM,5 - 11 Years,8.204992347631816,35.3,28.7
04/17/2022 12:00:00 AM,12 - 17 Years,8.107262468816348,69.1,59.3
04/17/2022 12:00:00 AM,18 - 24 Years,14.264816506807907,78.1,63.9
04/17/2022 12:00:00 AM,25 - 49 Years,13.498892945007556,82.3,69.9
04/17/2022 12:00:00 AM,50 - 64 Years,10.899931905165888,92.8,81.2
04/17/2022 12:00:00 AM,65+ Years,10.31955360565586,95,90.1
04/16/2022 12:00:00 AM,<2 Years,5.954705719198842,0,0
04/16/2022 12:00:00 AM,2 - 4 Years,9.958447374668339,0,0
04/16/2022 12:00:00 AM,5 - 11 Years,8.113089201615374,35.3,28.7
04/16/2022 12:00:00 AM,12 - 17 Years,8.017606893159227,69.1,59.3
04/16/2022 12:00:00 AM,18 - 24 Years,14.13339582780567,78.1,63.8
04/16/2022 12:00:00 AM,25 - 49 Years,13.323888433780155,82.3,69.9
04/16/2022 12:00:00 AM,50 - 64 Years,10.777111294470755,92.8,81.2
04/16/2022 12:00:00 AM,65+ Years,10.128489911497368,95,90.1
04/15/2022 12:00:00 AM,<2 Years,5.694620818817861,0,0
04/15/2022 12:00:00 AM,2 - 4 Years,9.603169195051203,0,0
04/15/2022 12:00:00 AM,5 - 11 Years,7.860983303799779,35.2,28.7
04/15/2022 12:00:00 AM,12 - 17 Years,7.801177191413688,69.1,59.3
04/15/2022 12:00:00 AM,18 - 24 Years,13.85448143711746,78.1,63.8
04/15/2022 12:00:00 AM,25 - 49 Years,12.968191434014107,82.3,69.9
04/15/2022 12:00:00 AM,50 - 64 Years,10.452011267640014,92.8,81.1
04/15/2022 12:00:00 AM,65+ Years,9.775431688266735,95,90.1
04/14/2022 12:00:00 AM,<2 Years,5.467975405628721,0,0
04/14/2022 12:00:00 AM,2 - 4 Years,9.473492659490947,0,0
04/14/2022 12:00:00 AM,5 - 11 Years,7.891115482821563,35.2,28.7
04/14/2022 12:00:00 AM,12 - 17 Years,7.814311447720146,69.1,59.3
04/14/2022 12:00:00 AM,18 - 24 Years,13.930591974237462,78,63.8
04/14/2022 12:00:00 AM,25 - 49 Years,12.80720844825164,82.3,69.9
04/14/2022 12:00:00 AM,50 - 64 Years,10.230207687881888,92.8,81.1
04/14/2022 12:00:00 AM,65+ Years,9.417088162293128,95,90
04/13/2022 12:00:00 AM,<2 Years,5.233898995285839,0,0
04/13/2022 12:00:00 AM,2 - 4 Years,9.242561842739809,0,0
04/13/2022 12:00:00 AM,5 - 11 Years,7.740454587712643,35.2,28.7
04/13/2022 12:00:00 AM,12 - 17 Years,7.600165964462688,69.1,59.3
04/13/2022 12:00:00 AM,18 - 24 Years,13.509383970672728,78,63.8
04/13/2022 12:00:00 AM,25 - 49 Years,12.388943698061889,82.3,69.9
04/13/2022 12:00:00 AM,50 - 64 Years,9.758449408723871,92.8,81.1
04/13/2022 12:00:00 AM,65+ Years,8.927404863156628,95,90
04/12/2022 12:00:00 AM,<2 Years,5.069178558377883,0,0
04/12/2022 12:00:00 AM,2 - 4 Years,9.169729815918297,0,0
04/12/2022 12:00:00 AM,5 - 11 Years,7.681696838620164,35.2,28.6
04/12/2022 12:00:00 AM,12 - 17 Years,7.614442330013185,69,59.3
04/12/2022 12:00:00 AM,18 - 24 Years,13.116067406176816,78,63.8
04/12/2022 12:00:00 AM,25 - 49 Years,12.045945438339553,82.3,69.9
04/12/2022 12:00:00 AM,50 - 64 Years,9.468765306603741,92.7,81.1
04/12/2022 12:00:00 AM,65+ Years,8.590202548154915,95,89.9
04/11/2022 12:00:00 AM,<2 Years,4.877211131906207,0,0
04/11/2022 12:00:00 AM,2 - 4 Years,9.070251925625497,0,0
04/11/2022 12:00:00 AM,5 - 11 Years,7.491864110782925,35.1,28.6
04/11/2022 12:00:00 AM,12 - 17 Years,7.49109453165689,69,59.2
04/11/2022 12:00:00 AM,18 - 24 Years,12.888208531072213,78,63.8
04/11/2022 12:00:00 AM,25 - 49 Years,11.854141552262659,82.2,69.9
04/11/2022 12:00:00 AM,50 - 64 Years,9.318020601425243,92.7,81.1
04/11/2022 12:00:00 AM,65+ Years,8.339150667863672,95,89.9
04/10/2022 12:00:00 AM,<2 Years,4.604741236268988,0,0
04/10/2022 12:00:00 AM,2 - 4 Years,8.702539009721761,0,0
04/10/2022 12:00:00 AM,5 - 11 Years,7.249802272641259,35.1,28.6
